,name,url,img,loc,Loại hình di tích,Loại hình xếp hạng,Xếp hạng,Niên đại tuyệt đối,Niên đại chủ đạo,Tọa độ,Đối tượng thờ,Dấu vết vật chất sớm nhất,Quyết định xếp hạng,Tên khác,Niên đại khởi dựng,Hồ sơ khảo sát đình chùa Đồng Kỵ 1987,Hồ sơ khảo sát đình Bảng,Bản vẽ thiết kế (CT,Bản vẽ,Bản vẽ hoàn công (phần việc,Bản vẽ thiết kế kỹ thuật thi công (Phần việc,Bản vẽ thiết kế kỹ thuật. HM,Bản vẽ thiết kế kỹ thuật thi công (Hạng mục,Bản vẽ thiết kế (Hạng mục,Bản vẽ hiện trạng (mặt bằng,Dự án thực nghiệm tu bổ tôn tạo đình Chu Quyến,Hồ sơ viết di tích đình Lỗ Hạnh,Hồ sơ bản vẽ di tích đình Nội,Hồ sơ viết di tích đình Nội,Hồ sơ bản vẽ di tích chùa Yên Viên,Hồ sơ viết di tích chùa Yên Viên,Hồ sơ ảnh di tích chùa Yên Viên,Hồ sơ viết di tích đình Phúc Long,Hồ sơ ảnh di tích đình Phúc Long,Báo cáo đầu tư tu bổ cấp thiết đình Trân Tảo. HM,HSTKBVTC dự án tôn tạo Đền Ngọc Sơn. HM,Hồ sơ ảnh đền Thiên Trường,Hồ sơ thiết kế tu bổ tôn tạo (Hm,Hồ sơ thiết kế kỹ thuật thi công (Hm,Hồ sơ khảo sát tháp Dương Long,Hồ sơ thiết kế tu bổ tháp Đôi,Hồ sơ bản vẽ điện Tây Sơn Tam Kiệt,Hồ sơ khảo sát đình Phù Lão (1982),Hồ sơ khảo sát đình Phù Lão
3370,Đình Đồng Bảng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2686,http://ditich.vn\upload\images\ditich\Di-D0146.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Đồng Thái",Đình,,,Câu đầu gian giữa ghi Minh Mạng 13 (1832),,"21°13'17.6""N 105°24'19.3""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,Đền Trúc Lâm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2685,http://ditich.vn\upload\images\ditich\De-T0064.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Đồng Thái",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,"Phong cách nghệ thuật cuối 19, đầu 20","21°13'34.5""N 105°23'45.0""E",Phùng Lân Hổ,,Số 168VH/QĐ ngày 2/3/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,Đền Lác,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2684,http://ditich.vn\upload\images\ditich\De-L0026.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Đồng Thái",Đền,,,Khải Định 6 ( 1921 ),"Còn vài mảng chạm phong cách nghệ thuật cuối 19, đầu 20","21°13'33.4""N 105°23'51.1""E","thờ Đức thánh Tản Viên, Sùng Công và Hiển Công",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,Chùa Đồng Bảng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2683,http://ditich.vn/upload/files/%E1%BA%A2nh%20hi%C3%AAn%20trang%20n%C4%83m%202006%20(1).jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Đồng Thái",Chùa,,,Câu đầu gian giữa Tiền tế ghi tu tạo năm Tân Hợi (1911). Câu đầu gian giữa Tam bảo ghi tu sửa năm Bảo Đại Nhâm Ngọ (1942),Phong cách kiến trúc - nghệ thuật đầu thế kỷ 20,"21°13'35.4""N 105°23'50.6""E",Phật,,,Thiên Phúc tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,Đình Viên Châu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2707,http://ditich.vn\upload\images\ditich\Di V0031.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cổ Đô",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,"Đại đình có nhiều mảng chạm rồng, tiên nữ phong cách nghệ thuật giữa thế kỷ 17.","21°17'22.9""N 105°23'07.1""E",Thông Hà và Thuỷ Giang Linh ứng Đại vương,,Số 165VH/QĐ ngày 21/11/85,,xây dựng từ thế kỷ 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,Đình Vĩnh Phệ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2682,http://ditich.vn/upload/files/Phieu%20dieu%20tra%20nam%202002%20(2).jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Chu Minh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Câu đầu gian giữa ghi hai lần trùng tu,Đại đình có nhiều mảng chạm cuối 18 đầu 19.,"21°11'33.6""N 105°26'03.5""E",,,Số 04/2004/QĐ-BVHTT ngày 18/2/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,Đình Chu Quyến,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=1902,http://ditich.vn\upload\images\ditich\Di-C0035.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Chu Minh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,trùng tu năm 2007,Phong cách nghệ thuật nửa đầu thế kỷ 17,"21°11'47.5""N 105°26'34.3""E",Nhã Lang,,số 313/QĐ ngày 28/04/1962,đình Chàng,Thế kỷ 17,,,,,,,,,,,"Hồ
                                                                                ...",,,,,,,,,,,,,,,,,,
3377,Miếu Mèn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2681,http://ditich.vn\upload\images\ditich\Mi-M0011.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cam Thượng",Miếu,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Trên xà nối 2 cột cái vào Hậu cung có ghi,Còn một mảng chạm trên rường vì nóc Hậu cung phong cách nghệ thuật cuối thế kỷ 18,"21°10'07.5""N 105°28'02.0""E",Hoàng hậu Man Thiện,,Số 1539VH/QĐ ngày 27/12/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,Đình Quỳnh Lâm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2680,http://ditich.vn\upload\images\ditich\Di-Q0024.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cam Thượng",Đình,,,Tự Đức 1858 và 1859,Phong cách nghệ thuật đầu thế kỷ 20,"21°09'34.6""N 105°26'54.6""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,Đình Nam An,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2679,http://ditich.vn\upload\images\ditich\Di-N0098.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cam Thượng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,- Câu đầu gian giữa Tiền tế ghi Cảnh Hưng 37 (1776).,"Chạm rồng, đao mác nửa sau thế kỷ 18 ở Tiền tế.","21°09'59.7""N 105°27'44.9""E",,,Bộ Văn hóa Thông tin năm 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,Đình Cam Cao,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2678,http://ditich.vn\upload\images\ditich\Di-C0039.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cam Thượng",Đình,,,,"Phong cách nghệ thuật cuối 19, đầu 20","21°09'38.8""N 105°27'36.1""E",,,,đền Mẫu Cụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,Đền Thịnh Thôn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2677,http://ditich.vn\upload\images\ditich\De-T0105.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cam Thượng",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Câu đầu gian giữa Đại bái Tự Đức 25 (1872),Cuối thế kỷ 19,"21°10'11.1""N 105°27'07.6""E","bà Man Thiện, thân mẫu của Hai Bà Trưng",,Số 351/QĐ ngày 15/2/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,Đình Vô Khuy,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2676,http://ditich.vn\upload\images\ditich\Di-V0067.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cẩm Lĩnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Giữa thế kỷ 20,"21°10'38.3""N 105°21'41.1""E",,,Số 2713QĐ/UB ngày 31/12/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,Đình Bằng Tạ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2675,http://ditich.vn\upload\images\ditich\Di-B0055.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cẩm Lĩnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Thành Thái 4 (1902),"Phong cách nghệ thuật cuối thế kỷ 19, đầu 20","21°10'38.0""N 105°20'40.6""E",,,Số 795QĐ/UB ngày 29/7/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,Đền Ngọc Nhị,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2706,http://ditich.vn\upload\images\ditich\De-N0032.jpg,"Thành phố Hà Nội, huyện Ba Vì, xã Cẩm Lĩnh",Đền,,,Câu Đầu ghi niên đại Đinh Dậu 1957,Nửa sau thế kỷ 20,"21°11'40.6""N 105°20'53.4""E",Tản viên thánh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,Đình Đa Hội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2670,http://ditich.vn\upload\images\ditich\Di-D0130.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hợp Thịnh",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°20'25.3""N 105°53'12.4""E",Đức Thánh Tam Giang,,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,Đình thôn Hà Nội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2669,http://ditich.vn\upload\images\ditich\Di-H0076.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đại Thành",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,"Hoàng triều Khải Định lục niên Tân Dậu tuế Qúy Thu, trong cấu tác kiến tạo thượng lương đại cát(1921)",Đầu thế kỷ 20,"21°20'31.3""N 105°54'32.6""E",Đức Thánh Tam Giang,Đầu thế kỷ 19,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,Đình Bé,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2668,http://ditich.vn\upload\images\ditich\Di-B0048.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hòa Sơn",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,CHXHCNVN tuế Bính Thân xây dựng(2006),,"21°22'01.8""N 105°55'32.7""E",Đức Vua Bà(thờ vọng) và đức thánh Hùng Linh Công,,Số,đình Âu Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,Đình Lỗ Hạnh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=1870,http://ditich.vn\upload\images\ditich\Di-L0038.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đông Lỗ",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,,"21°17'07.0""N 105°59'50.1""E",Phương Duy Công chúa và Cao Sơn Đại Vương,Thế kỷ 16,Số,Đình Cả,Thời Mạc,,,,,,,,,,,,"(Đông Lỗ, Hiệp Hò
                                                                                ...",,,,,,,,,,,,,,,,,
3389,Đình Đông Trước,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2667,http://ditich.vn\upload\images\ditich\Di-D0131.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiềm tế,Tiền tế,"21°14'18.0""N 105°57'28.7""E","Qúy Minh, Cao Minh, Bán Cảnh, Bạch Tượng",Tiền tế,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,Đình Trâu Lỗ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2666,http://ditich.vn\upload\images\ditich\Di-T0206.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,Đại bái,"21°14'59.5""N 105°56'27.1""E",Vua Ông Vua Bà - Thánh Tam Giang,Đại bái,Số,Đình Sở,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,Đình Quế Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2665,http://ditich.vn\upload\images\ditich\Di-Q0022.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Thái Sơn",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,Đầu thế kỷ 21,"21°22'08.0""N 105°56'43.6""E","Đức Thánh Cao Sơn Qúy Minh, Duyên Bình công chúa, Thùy Dung công chúa",Cuối thế kỷ 18,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,Đình Nguyễn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2664,http://ditich.vn\upload\images\ditich\Di-N0095.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Tiền tế,"21°14'53.4""N 105°56'49.8""E",Nguyễn Đình Chính,Tiền tế,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,Đình Vân Xuyên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2663,http://ditich.vn\upload\images\ditich\Di-V0062.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hoàng Vân",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,Đại bái,"21°22'56.1""N 105°57'14.6""E",Cao Sơn Qúy Minh,Đại bái,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,Đình Tân Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2662,http://ditich.vn\upload\images\ditich\Di-T0205.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đồng Tâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Cuối thế kỷ 19,"21°22'28.4""N 105°59'07.6""E",Cao Sơn Qúy Minh,Đầu thế kỷ 19,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,Đình Phúc Linh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2673,http://ditich.vn\upload\images\ditich\Di-P0076.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đầu thế kỷ 21,"21°15'29.7""N 105°56'44.3""E",Đức Thánh Cao Sơn,Đầu thế kỷ 21,Số,Phúc Lãnh(thế kỷ 17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,Đình Lý Viên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2661,http://ditich.vn\upload\images\ditich\Di-L0060.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Bắc Lý",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Phương đình,Đầu thế kỷ 20,"21°17'02.6""N 105°57'17.9""E",Đức Thánh Tam Giang,Đầu thế kỷ 20,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,Đình Nga Trại,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2660,http://ditich.vn\upload\images\ditich\Di-N0093.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,"Đại bái, hậu cung",Tiền tế,"21°15'01.2""N 105°57'28.9""E",Cao Sơn Qúy Minh,Tiền tế,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,Đình Đông Lâm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2659,http://ditich.vn\upload\images\ditich\Di-D0129.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Cuối thế kỷ 19,"21°16'16.5""N 105°57'07.0""E","Linh Giang hiệu ứng Đô Giang phá trạch, Diên bình minh",Cuối thế kỷ 18,Số,Linh Sơn Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,Đình Ninh Tào,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2672,http://ditich.vn\upload\images\ditich\Di-N0094.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hợp Thịnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Đầu thế kỷ 20,"21°18'42.8""N 105°54'05.5""E",Thánh Tam Giang,Đầu thế kỷ 20,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,Đình Hương Câu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2179,http://ditich.vn\upload\images\ditich\Di-H0055.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Thế kỷ 17,"21°17'18.6""N 105°56'23.6""E","Đương Giang, Linh Thông Nương, Huyền Thánh Cảm Ứng, Linh Quang hiền thiện",Thế kỷ 17,Số,,TK 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,Nghè Chớp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2658,http://ditich.vn\upload\images\ditich\Mi-C0007.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Lương Phong",Nghè,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°21'02.1""N 105°59'26.3""E",Qúy Minh Cao Sơn,,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,Nghè Ngũ Giáp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2657,http://ditich.vn\upload\images\ditich\Mi-N0004.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Nghè,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Gần thế kỷ 20,"21°14'10.7""N 105°56'40.8""E","Đức Thánh Chương Qúy Vương, Tam Giang Khước Định",Gần thế kỷ 20,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,Đền Tam Đông Vọng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2656,http://ditich.vn\upload\images\ditich\De-T0094.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Lương Phong",Đền,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại bái,Đầu thế kỷ 20,"21°20'44.5""N 106°00'52.2""E",Thần Chi Nông,Đầu thế kỷ 20,Số,Nghè Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,Đền Y Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2655,http://ditich.vn\upload\images\ditich\De-Y0001.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hòa Sơn",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Phương đình,Cuối thế kỷ 20,"21°21'47.9""N 105°55'24.0""E",Đức Thánh Hùng Linh Công,Cuối thế kỷ 20,Số,Đền 1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,Đền Trâu Lỗ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2654,http://ditich.vn\upload\images\ditich\De-T0095.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền tế,Tiền tế,"21°14'59.6""N 105°56'27.2""E","Vua Ông, Vua Bà, Đức Thánh Tam Giang",Tiền tế,Số,"Đền Sổ, Tam Giang Thần Từ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,Chùa Chớp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2653,http://ditich.vn\upload\images\ditich\Ch-C0055.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Lương Phong",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Gác chuông,Đầu thế kỷ 20,"21°20'59.9""N 105°59'47.8""E",Phật,Đầu thế kỷ 20,Số,"Chùa Pháp Lôi, Pháp Lôi Tự",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,Chùa Chúng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2652,http://ditich.vn\upload\images\ditich\Ch-C0056.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đông Lỗ",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,tiền đường,Cuối thế kỷ 17 - Đầu thế kỷ 20,"21°17'03.4""N 106°11'39.7""E",Phật,Cuối thế kỷ 19 - Đầu thế kỷ 20,Số,"Chùa Hồng Phúc, Hồng Phúc Tự",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,Chùa Vân Cẩm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2651,http://ditich.vn\upload\images\ditich\Ch-V0043.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đông Lỗ",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tiền đường,Đầu thế kỷ 20,"21°17'14.8""N 106°00'47.5""E",Phật,Đầu thế kỷ 20,Số,Thiên Vân Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,Chùa Khánh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2650,http://ditich.vn\upload\images\ditich\Ch-K0042.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Lương Phong",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Sửa năm 2004,Đầu thế kỷ 20,"21°19'49.4""N 106°01'07.7""E",Phật,Đầu thế kỷ 20,Số,Linh Tự Non Xuân (trước là Non Thông Tự),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,Chùa An Khánh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2649,http://ditich.vn\upload\images\ditich\Ch-A0009.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hòa Sơn",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Phương đình,Đầu thế kỷ 20,"21°21'41.0""N 105°55'15.9""E",Phật,Đầu thế kỷ 20,Số,"Chùa Y Sơn, Sơn Tây Tự",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,Chùa Chèo,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2648,http://ditich.vn\upload\images\ditich\Ch-C0058.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Thái Sơn",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Trùng tu năm Canh Ngọ 1990,Thế kỷ 19,"21°22'19.5""N 105°56'49.3""E",Phật,Thế kỷ 19,Số,Thánh Lộ Thiền Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,Chùa An Thất,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2647,http://ditich.vn\upload\images\ditich\Ch-A0008.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hoàng An",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,tiền đường,Cuối thế kỷ 20,"21°22'44.6""N 105°58'20.6""E",Phật,Đầu thế kỷ 19,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,Chùa Ninh Tào,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2646,http://ditich.vn\upload\images\ditich\Ch-T0139.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hợp Thịnh",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường,,"21°18'42.3""N 105°54'04.3""E",,,Số,Tiêu Vân Thiền Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,Chùa Đa Hội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2645,http://ditich.vn\upload\images\ditich\Ch-D0097.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hợp Thịnh",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam quan,Thế kỷ 20,"21°20'29.6""N 105°53'27.1""E",Phật,Thế kỷ 20,Số,Diên Phúc Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,Chùa Cẩm Bào,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2671,http://ditich.vn\upload\images\ditich\Ch-C0057.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Xuân Cẩm",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam quan,Cuối thế kỷ 20,"21°17'50.5""N 105°56'27.1""E",,Thế kỷ 20,Số,Chùa Diên Quang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,Chùa Đông Lâm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2643,http://ditich.vn\upload\images\ditich\Ch-D0096.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,,"21°16'19.3""N 105°57'10.4""E",Phật và Mẫu,,Số,Linh Sơn Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,Chùa Nga Trại,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2642,http://ditich.vn\upload\images\ditich\Ch-N0056.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°15'00.5""N 105°57'27.2""E",Phật,,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,Chùa Phúc Linh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2641,http://ditich.vn\upload\images\ditich\Ch-P0058.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Nhà tổ kiêm gác chuông,Thế kỷ 20,"21°16'12.8""N 105°58'13.1""E",Phật,Thế kỷ 20,Số,Linh Quang Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,Chùa Đông Trước,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2640,http://ditich.vn\upload\images\ditich\Ch-D0098.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Chùa,Di tích khảo cổ,Di tích cấp Tỉnh,,Thế kỷ 20,"21°14'38.7""N 105°57'08.3""E",Phật,,Số,Thanh Quốc Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
